Row data started in the following order:
time, gx, gy, gz, ax, ay, az, mx, my, mz, temp, pres;
2291259972l,   -0.02341,   -0.00532,   -0.00319,   +0.98682,   -0.03467,   -0.00439,  -28.06348,  -51.60059,  -31.25508,   +0.00000,   +0.00000;
2291270714l,   -0.01490,   -0.00426,   +0.00213,   +0.98291,   -0.04004,   -0.01221,  -28.06348,  -51.60059,  -31.25508,   +0.00000,   +0.00000;
2291281452l,   -0.01809,   -0.00213,   +0.00000,   +0.99170,   -0.03320,   -0.00293,  -28.06348,  -51.60059,  -31.25508,   +0.00000,   +0.00000;
2291292228l,   -0.01596,   -0.00319,   +0.00106,   +0.97998,   -0.03857,   -0.00439,  -28.06348,  -51.60059,  -31.25508,   +0.00000,   +0.00000;
2291302971l,   -0.01383,   -0.00745,   -0.00319,   +0.98877,   -0.03760,   -0.01611,  -28.06348,  -51.60059,  -31.25508,   +0.00000,   +0.00000;
2291313708l,   -0.01277,   -0.01171,   +0.00426,   +0.99707,   -0.03613,   +0.00781,  -28.06348,  -51.60059,  -31.25508,   +0.00000,   +0.00000;
2291324449l,   -0.01383,   -0.00426,   -0.00213,   +0.99072,   -0.03418,   -0.00635,  -28.06348,  -51.60059,  -31.25508,   +0.00000,   +0.00000;
2291335190l,   -0.02341,   -0.00213,   -0.00106,   +0.98242,   -0.03809,   -0.01318,  -28.06348,  -51.60059,  -31.25508,   +0.00000,   +0.00000;
2291345930l,   -0.02235,   -0.00851,   -0.00106,   +0.99365,   -0.03711,   -0.00146,  -28.06348,  -51.60059,  -31.25508,   +0.00000,   +0.00000;
2291356670l,   -0.01703,   -0.00319,   -0.00426,   +0.99268,   -0.03467,   -0.00732,  -28.06348,  -51.60059,  -31.25508,   +0.00000,   +0.00000;
2291367409l,   -0.02341,   -0.00213,   -0.00106,   +0.99414,   -0.03418,   -0.00293,  -28.06348,  -51.60059,  -31.25508,   +0.00000,   +0.00000;
2291378150l,   -0.02341,   +0.00106,   -0.00106,   +0.99609,   -0.03613,   -0.00781,  -28.06348,  -51.60059,  -31.25508,   +0.00000,   +0.00000;
2291388890l,   -0.01703,   -0.00426,   -0.00426,   +0.99414,   -0.03125,   -0.01172,  -28.06348,  -51.60059,  -31.25508,   +0.00000,   +0.00000;
2291399629l,   -0.01809,   -0.00213,   -0.00213,   +0.98193,   -0.03711,   -0.00098,  -28.06348,  -51.60059,  -31.25508,   +0.00000,   +0.00000;
2291410368l,   -0.02128,   -0.00106,   -0.00213,   +0.98926,   -0.02197,   -0.00830,  -28.06348,  -51.60059,  -31.25508,   +0.00000,   +0.00000;
2291421108l,   -0.02022,   -0.00532,   -0.00426,   +0.99609,   -0.03369,   -0.00635,  -28.06348,  -51.23848,  -30.90586,   +0.00000,   +0.00000;
2291431850l,   -0.01809,   -0.01171,   -0.00213,   +0.99561,   -0.03369,   -0.01074,  -28.06348,  -51.23848,  -30.90586,   +0.00000,   +0.00000;
2291442652l,   -0.01703,   -0.00319,   -0.00213,   +0.99170,   -0.03516,   -0.01221,  -28.06348,  -51.23848,  -30.90586,   +0.00000,   +0.00000;
2291453391l,   -0.01490,   -0.00426,   +0.00106,   +0.98682,   -0.03125,   -0.00732,  -28.06348,  -51.23848,  -30.90586,   +0.00000,   +0.00000;
2291464133l,   -0.01596,   -0.00958,   -0.00532,   +0.98779,   -0.03467,   +0.00049,  -28.06348,  -51.23848,  -30.90586,   +0.00000,   +0.00000;
2291474873l,   -0.01171,   -0.00639,   -0.00106,   +0.99170,   -0.04053,   -0.00293,  -28.06348,  -51.23848,  -30.90586,   +0.00000,   +0.00000;
2291485614l,   -0.01490,   -0.00426,   +0.00000,   +0.99268,   -0.03955,   -0.00537,  -28.06348,  -51.23848,  -30.90586,   +0.00000,   +0.00000;
2291496351l,   -0.01383,   -0.00745,   -0.00106,   +0.99316,   -0.03809,   -0.00439,  -28.06348,  -51.23848,  -30.90586,   +0.00000,   +0.00000;
2291507091l,   -0.01171,   -0.00213,   -0.00426,   +0.98877,   -0.03369,   +0.00635,  -28.06348,  -51.23848,  -30.90586,   +0.00000,   +0.00000;
2291517833l,   -0.01171,   -0.00639,   +0.00000,   +0.99854,   -0.03223,   -0.00146,  -28.06348,  -51.23848,  -30.90586,   +0.00000,   +0.00000;
2291528578l,   -0.01383,   -0.01064,   +0.00106,   +0.98926,   -0.03320,   +0.00195,  -28.06348,  -51.23848,  -30.90586,   +0.00000,   +0.00000;
2291539323l,   -0.01277,   -0.00426,   +0.00213,   +0.98779,   -0.02637,   -0.00879,  -28.06348,  -51.23848,  -30.90586,   +0.00000,   +0.00000;
2291550063l,   -0.01171,   -0.00958,   +0.00000,   +0.99219,   -0.03467,   -0.00439,  -28.06348,  -51.23848,  -30.90586,   +0.00000,   +0.00000;
2291560879l,   -0.01596,   -0.00745,   -0.00426,   +0.99072,   -0.04004,   -0.00879,  -28.06348,  -51.23848,  -30.90586,   +0.00000,   +0.00000;
2291571621l,   -0.01277,   -0.00745,   -0.00426,   +0.98682,   -0.03711,   -0.02051,  -28.06348,  -51.23848,  -30.90586,   +0.00000,   +0.00000;
2291582380l,   -0.01490,   -0.00745,   -0.00319,   +0.98682,   -0.03760,   +0.00049,  -28.06348,  -51.23848,  -30.90586,   +0.00000,   +0.00000;
2291593121l,   -0.01171,   -0.00639,   +0.00106,   +0.98877,   -0.03467,   -0.01807,  -28.06348,  -51.23848,  -30.90586,   +0.00000,   +0.00000;
2291603860l,   -0.00958,   -0.00745,   -0.00213,   +1.00244,   -0.03369,   -0.02295,  -28.06348,  -51.23848,  -30.90586,   +0.00000,   +0.00000;
2291614602l,   -0.01064,   -0.00958,   -0.00319,   +0.99023,   -0.03711,   -0.00830,  -28.06348,  -51.23848,  -30.90586,   +0.00000,   +0.00000;
2291625341l,   -0.01171,   -0.00851,   -0.00319,   +0.99219,   -0.03809,   -0.01514,  -28.06348,  -51.23848,  -30.90586,   +0.00000,   +0.00000;
2291636083l,   -0.01277,   -0.00639,   +0.00319,   +0.98779,   -0.03174,   -0.00830,  -28.06348,  -51.23848,  -30.90586,   +0.00000,   +0.00000;
2291646825l,   -0.01277,   -0.00426,   -0.00426,   +0.97998,   -0.03516,   -0.01416,  -28.06348,  -51.23848,  -30.90586,   +0.00000,   +0.00000;
2291657567l,   -0.01383,   -0.00851,   +0.00213,   +0.99170,   -0.04053,   -0.00439,  -28.06348,  -51.23848,  -30.90586,   +0.00000,   +0.00000;
2291668305l,   -0.01171,   -0.00639,   +0.00106,   +0.99170,   -0.02393,   -0.00098,  -27.88242,  -51.05742,  -32.12812,   +0.00000,   +0.00000;
2291679045l,   -0.01383,   -0.00532,   +0.00319,   +0.99658,   -0.04297,   -0.01221,  -27.88242,  -51.05742,  -32.12812,   +0.00000,   +0.00000;
2291689787l,   -0.01383,   -0.01490,   -0.00106,   +0.98926,   -0.02686,   -0.00098,  -27.88242,  -51.05742,  -32.12812,   +0.00000,   +0.00000;
2291700528l,   -0.01490,   -0.00958,   -0.00745,   +0.98926,   -0.04346,   +0.00000,  -27.88242,  -51.05742,  -32.12812,   +0.00000,   +0.00000;
2291711266l,   -0.01490,   -0.00532,   -0.00213,   +0.99512,   -0.02979,   -0.01074,  -27.88242,  -51.05742,  -32.12812,   +0.00000,   +0.00000;
2291722004l,   -0.01171,   -0.00851,   +0.00000,   +0.98584,   -0.04150,   -0.01514,  -27.88242,  -51.05742,  -32.12812,   +0.00000,   +0.00000;
2291732792l,   -0.01596,   -0.00319,   +0.00000,   +0.99365,   -0.03369,   -0.00586,  -27.88242,  -51.05742,  -32.12812,   +0.00000,   +0.00000;
2291743538l,   -0.00639,   -0.01064,   -0.00213,   +1.00195,   -0.03955,   -0.01367,  -27.88242,  -51.05742,  -32.12812,   +0.00000,   +0.00000;
2291754281l,   -0.01703,   -0.01064,   -0.00213,   +0.99414,   -0.03027,   -0.00244,  -27.88242,  -51.05742,  -32.12812,   +0.00000,   +0.00000;
2291765022l,   -0.01916,   -0.00426,   -0.00106,   +0.98340,   -0.04102,   -0.01172,  -27.88242,  -51.05742,  -32.12812,   +0.00000,   +0.00000;
2291775763l,   -0.01703,   -0.00532,   +0.00106,   +0.99951,   -0.03711,   -0.00879,  -27.88242,  -51.05742,  -32.12812,   +0.00000,   +0.00000;
2291786503l,   -0.01703,   -0.00639,   -0.00426,   +0.99365,   -0.03613,   -0.00391,  -27.88242,  -51.05742,  -32.12812,   +0.00000,   +0.00000;
2291797241l,   -0.01490,   -0.00958,   -0.00426,   +1.00391,   -0.03760,   -0.00342,  -27.88242,  -51.05742,  -32.12812,   +0.00000,   +0.00000;
2291807980l,   -0.01171,   -0.00745,   -0.00319,   +0.99219,   -0.03613,   -0.00635,  -27.88242,  -51.05742,  -32.12812,   +0.00000,   +0.00000;
2291818717l,   -0.01064,   -0.00745,   -0.00532,   +0.99902,   -0.03418,   -0.00146,  -27.88242,  -51.05742,  -32.12812,   +0.00000,   +0.00000;
2291829457l,   -0.01064,   -0.00745,   -0.00319,   +0.98926,   -0.03027,   -0.00781,  -27.88242,  -51.05742,  -32.12812,   +0.00000,   +0.00000;
2291840198l,   -0.01490,   -0.00639,   +0.00106,   +0.98926,   -0.03516,   -0.00684,  -27.88242,  -51.05742,  -32.12812,   +0.00000,   +0.00000;
2291850939l,   -0.01171,   -0.00745,   +0.00000,   +0.99658,   -0.03613,   -0.01416,  -27.88242,  -51.05742,  -32.12812,   +0.00000,   +0.00000;
2291861772l,   -0.01596,   -0.00639,   -0.00319,   +0.99414,   -0.03809,   -0.00684,  -27.88242,  -51.05742,  -32.12812,   +0.00000,   +0.00000;
2291872515l,   -0.01490,   -0.01064,   -0.00106,   +0.99072,   -0.03174,   -0.01611,  -27.88242,  -51.05742,  -32.12812,   +0.00000,   +0.00000;
2291883255l,   -0.01277,   -0.01171,   -0.00532,   +0.98486,   -0.03809,   -0.00781,  -27.88242,  -51.05742,  -32.12812,   +0.00000,   +0.00000;
2291893996l,   -0.01171,   -0.00639,   -0.00213,   +0.99072,   -0.03174,   -0.00098,  -27.88242,  -51.05742,  -32.12812,   +0.00000,   +0.00000;
2291904733l,   -0.01277,   -0.00532,   -0.00532,   +0.99365,   -0.02783,   -0.01123,  -27.88242,  -51.05742,  -32.12812,   +0.00000,   +0.00000;
2291915475l,   -0.01277,   -0.00532,   -0.00426,   +0.98682,   -0.03955,   +0.00293,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2291926218l,   -0.01171,   -0.00319,   +0.00213,   +1.00098,   -0.03711,   -0.01709,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2291936961l,   -0.01490,   -0.01171,   -0.00532,   +0.98828,   -0.04199,   -0.00439,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2291947702l,   -0.01703,   -0.01064,   -0.00319,   +0.99414,   -0.04150,   -0.01074,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2291958446l,   -0.00745,   -0.00851,   +0.00106,   +0.99170,   -0.02832,   -0.00928,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2291969192l,   -0.00532,   -0.01596,   -0.00426,   +0.98535,   -0.03174,   -0.01318,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2291979932l,   -0.00851,   -0.01703,   -0.00639,   +0.98730,   -0.03467,   -0.01465,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2291990671l,   -0.01171,   -0.00639,   -0.00532,   +0.98828,   -0.04346,   -0.01758,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292001408l,   -0.01383,   -0.00532,   +0.00000,   +0.98486,   -0.03271,   -0.00635,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292012147l,   -0.01703,   -0.00639,   -0.00319,   +0.99854,   -0.03320,   -0.00732,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292022942l,   -0.01703,   -0.00851,   -0.00106,   +0.99268,   -0.03809,   -0.00098,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292033730l,   -0.01596,   -0.00745,   -0.00532,   +0.99854,   -0.04150,   -0.00439,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292044495l,   -0.01809,   -0.00213,   -0.00213,   +0.98877,   -0.03613,   +0.00195,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292055233l,   -0.01383,   -0.00745,   -0.00426,   +0.99316,   -0.03418,   -0.00439,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292065970l,   -0.01383,   -0.01064,   -0.00319,   +0.99951,   -0.03906,   -0.01172,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292076709l,   -0.01703,   -0.00851,   -0.00319,   +0.99512,   -0.03613,   +0.00195,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292087447l,   -0.01596,   -0.01383,   -0.00106,   +0.99463,   -0.03320,   +0.00098,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292098185l,   -0.01596,   -0.00639,   -0.00213,   +0.98828,   -0.04199,   -0.00732,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292108924l,   -0.01809,   -0.01277,   -0.00426,   +0.98438,   -0.04102,   +0.00293,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292119660l,   -0.00745,   -0.00745,   -0.00319,   +0.99316,   -0.04346,   -0.01221,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292130398l,   -0.01703,   -0.01171,   -0.00213,   +0.99414,   -0.03711,   -0.01318,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292141179l,   -0.01490,   -0.00532,   -0.00106,   +0.98926,   -0.04004,   -0.01807,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292151948l,   -0.01277,   -0.00745,   -0.00426,   +1.00342,   -0.03418,   -0.00146,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292162747l,   -0.01490,   -0.01064,   -0.00532,   +0.98584,   -0.03125,   -0.00830,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292179469l,   -0.01064,   -0.00745,   +0.00000,   +0.98682,   -0.02783,   -0.02246,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292190226l,   -0.01064,   -0.00745,   -0.00426,   +0.98877,   -0.03809,   -0.01807,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292200964l,   -0.01064,   -0.00851,   -0.00106,   +0.99219,   -0.02686,   -0.00781,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292211710l,   -0.01277,   +0.00106,   -0.00532,   +1.00586,   -0.03711,   -0.00635,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292222417l,   -0.01490,   -0.01064,   -0.00532,   +0.99170,   -0.03369,   +0.00098,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292233159l,   -0.01596,   -0.00745,   -0.00532,   +1.00049,   -0.03613,   -0.01074,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292243897l,   -0.01809,   -0.00851,   -0.00745,   +0.99219,   -0.03271,   +0.00195,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292254637l,   -0.02128,   -0.00532,   -0.00426,   +0.98584,   -0.03760,   -0.00293,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292265372l,   -0.02235,   -0.00213,   -0.00213,   +0.99609,   -0.02832,   +0.00195,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292276113l,   -0.01916,   -0.00319,   -0.00426,   +0.99609,   -0.04102,   -0.00928,  -29.14981,  -50.87637,  -30.90586,   +0.00000,   +0.00000;
2292286852l,   -0.01277,   -0.00639,   -0.00426,   +0.99219,   -0.03418,   -0.02051,  -27.52031,  -52.14375,  -31.42969,   +0.00000,   +0.00000;
2292297586l,   -0.01596,   -0.01064,   -0.00426,   +0.99170,   -0.04199,   +0.00049,  -27.52031,  -52.14375,  -31.42969,   +0.00000,   +0.00000;
2292308323l,   -0.01809,   -0.01277,   -0.00532,   +0.98926,   -0.04297,   +0.00049,  -27.52031,  -52.14375,  -31.42969,   +0.00000,   +0.00000;
2292319063l,   -0.01064,   -0.00426,   -0.00106,   +0.99561,   -0.03418,   -0.01807,  -27.52031,  -52.14375,  -31.42969,   +0.00000,   +0.00000;
2292329807l,   -0.01064,   -0.01064,   -0.00319,   +0.98828,   -0.03760,   -0.01074,  -27.52031,  -52.14375,  -31.42969,   +0.00000,   +0.00000;
2292340549l,   -0.01064,   -0.01064,   -0.00639,   +0.99365,   -0.03711,   -0.01025,  -27.52031,  -52.14375,  -31.42969,   +0.00000,   +0.00000;
2292351289l,   -0.01490,   -0.01064,   +0.00106,   +0.99072,   -0.03467,   +0.01514,  -27.52031,  -52.14375,  -31.42969,   +0.00000,   +0.00000;
2292362034l,   -0.01277,   -0.01064,   -0.00532,   +0.99072,   -0.02588,   -0.00977,  -27.52031,  -52.14375,  -31.42969,   +0.00000,   +0.00000;
2292372838l,   -0.01383,   -0.01064,   -0.00319,   +0.98096,   -0.03760,   -0.00488,  -27.52031,  -52.14375,  -31.42969,   +0.00000,   +0.00000;
2292383574l,   -0.01171,   -0.00532,   +0.00000,   +0.99902,   -0.03271,   -0.01416,  -27.52031,  -52.14375,  -31.42969,   +0.00000,   +0.00000;
2292394318l,   -0.00958,   -0.00851,   -0.00639,   +0.99609,   -0.03320,   -0.00684,  -27.52031,  -52.14375,  -31.42969,   +0.00000,   +0.00000;
2292405059l,   -0.00958,   -0.01171,   -0.00106,   +0.98975,   -0.03516,   -0.01855,  -27.52031,  -52.14375,  -31.42969,   +0.00000,   +0.00000;
2292415797l,   -0.00958,   -0.00851,   -0.00426,   +0.99365,   -0.03857,   -0.01514,  -27.52031,  -52.14375,  -31.42969,   +0.00000,   +0.00000;
2292426538l,   -0.00639,   -0.01703,   -0.00639,   +0.98730,   -0.03369,   -0.01074,  -27.52031,  -52.14375,  -31.42969,   +0.00000,   +0.00000;
2292437273l,   -0.00851,   -0.01277,   -0.00745,   +0.99023,   -0.03125,   +0.00439,  -27.52031,  -52.14375,  -31.42969,   +0.00000,   +0.00000;
2292448050l,   -0.00958,   -0.01596,   -0.00532,   +0.99170,   -0.03516,   -0.01123,  -27.52031,  -52.14375,  -31.42969,   +0.00000,   +0.00000;
2292458810l,   -0.00851,   -0.00745,   -0.00532,   +0.99414,   -0.04199,   -0.00635,  -27.52031,  -52.14375,  -31.42969,   +0.00000,   +0.00000;
2292469560l,   -0.00851,   -0.01171,   -0.00851,   +0.98535,   -0.03467,   +0.00488,  -27.52031,  -52.14375,  -31.42969,   +0.00000,   +0.00000;
2292480431l,   -0.01277,   -0.01064,   -0.00106,   +0.99902,   -0.03613,   -0.00537,  -27.52031,  -52.14375,  -31.42969,   +0.00000,   +0.00000;
2292491174l,   -0.01490,   -0.00639,   -0.00532,   +0.99512,   -0.03467,   -0.01123,  -27.52031,  -52.14375,  -31.42969,   +0.00000,   +0.00000;
2292501920l,   -0.01277,   -0.00213,   -0.00745,   +0.98877,   -0.03564,   -0.00488,  -27.52031,  -52.14375,  -31.42969,   +0.00000,   +0.00000;
2292512728l,   -0.01171,   -0.00426,   +0.00213,   +0.99072,   -0.04297,   -0.00439,  -27.52031,  -52.14375,  -31.42969,   +0.00000,   +0.00000;
2292523479l,   -0.01490,   -0.00745,   -0.00106,   +0.99219,   -0.03613,   +0.00146,  -27.52031,  -52.14375,  -31.42969,   +0.00000,   +0.00000;
2292534231l,   -0.01596,   -0.00745,   +0.00106,   +0.98779,   -0.03223,   -0.00146,  -29.33086,  -52.50586,  -31.42969,   +0.00000,   +0.00000;
2292544970l,   -0.01383,   -0.00745,   +0.00106,   +0.98584,   -0.03906,   -0.01367,  -29.33086,  -52.50586,  -31.42969,   +0.00000,   +0.00000;
2292555713l,   -0.01703,   -0.01064,   -0.00319,   +0.99072,   -0.03418,   -0.00342,  -29.33086,  -52.50586,  -31.42969,   +0.00000,   +0.00000;
2292566464l,   -0.01703,   -0.00851,   -0.00426,   +0.99170,   -0.03320,   -0.00488,  -29.33086,  -52.50586,  -31.42969,   +0.00000,   +0.00000;
2292577208l,   -0.01383,   -0.00745,   -0.00213,   +0.99414,   -0.02881,   +0.01611,  -29.33086,  -52.50586,  -31.42969,   +0.00000,   +0.00000;
2292587954l,   -0.01596,   -0.00958,   +0.00000,   +0.99854,   -0.03467,   +0.00146,  -29.33086,  -52.50586,  -31.42969,   +0.00000,   +0.00000;
2292598691l,   -0.01383,   -0.00639,   +0.00000,   +0.98926,   -0.02979,   -0.01807,  -29.33086,  -52.50586,  -31.42969,   +0.00000,   +0.00000;
2292609426l,   -0.01171,   -0.00319,   -0.00426,   +0.99707,   -0.03906,   -0.01758,  -29.33086,  -52.50586,  -31.42969,   +0.00000,   +0.00000;
2292620171l,   -0.01277,   -0.00745,   -0.00213,   +0.99512,   -0.04004,   +0.00195,  -29.33086,  -52.50586,  -31.42969,   +0.00000,   +0.00000;
2292630915l,   -0.01383,   -0.00639,   -0.00106,   +0.99512,   -0.03955,   -0.00732,  -29.33086,  -52.50586,  -31.42969,   +0.00000,   +0.00000;
2292641661l,   -0.01596,   -0.00851,   -0.00213,   +0.98535,   -0.03516,   -0.00049,  -29.33086,  -52.50586,  -31.42969,   +0.00000,   +0.00000;
2292652406l,   -0.01277,   -0.01171,   -0.00106,   +0.98291,   -0.03027,   -0.01318,  -29.33086,  -52.50586,  -31.42969,   +0.00000,   +0.00000;
2292663151l,   -0.01277,   -0.00426,   -0.00319,   +0.99072,   -0.03906,   +0.00488,  -29.33086,  -52.50586,  -31.42969,   +0.00000,   +0.00000;
2292673892l,   -0.01277,   -0.00532,   -0.00319,   +0.98779,   -0.03711,   -0.01367,  -29.33086,  -52.50586,  -31.42969,   +0.00000,   +0.00000;
2292684633l,   -0.01277,   -0.00745,   -0.00319,   +0.99414,   -0.03467,   -0.00879,  -29.33086,  -52.50586,  -31.42969,   +0.00000,   +0.00000;
2292695369l,   -0.01064,   -0.01703,   -0.00213,   +0.98877,   -0.03320,   -0.01172,  -29.33086,  -52.50586,  -31.42969,   +0.00000,   +0.00000;
2292706109l,   -0.01277,   -0.01064,   +0.00106,   +0.99219,   -0.02881,   -0.00830,  -29.33086,  -52.50586,  -31.42969,   +0.00000,   +0.00000;
2292716849l,   -0.00851,   -0.00532,   -0.00319,   +0.98682,   -0.02686,   -0.00684,  -29.33086,  -52.50586,  -31.42969,   +0.00000,   +0.00000;
2292727591l,   -0.01064,   -0.00639,   -0.00532,   +0.98730,   -0.04004,   -0.01904,  -29.33086,  -52.50586,  -31.42969,   +0.00000,   +0.00000;
2292738331l,   -0.01383,   -0.00426,   -0.00106,   +0.99268,   -0.03564,   +0.01270,  -29.33086,  -52.50586,  -31.42969,   +0.00000,   +0.00000;
2292749073l,   -0.01916,   -0.00319,   -0.00319,   +0.99072,   -0.04053,   +0.00244,  -29.33086,  -52.50586,  -31.42969,   +0.00000,   +0.00000;
2292759814l,   -0.01703,   -0.00958,   -0.00426,   +0.99365,   -0.03809,   +0.00488,  -29.33086,  -52.50586,  -31.42969,   +0.00000,   +0.00000;
2292770557l,   -0.00851,   -0.01064,   -0.00213,   +0.99365,   -0.02930,   -0.00732,  -29.33086,  -52.50586,  -31.42969,   +0.00000,   +0.00000;
2292781405l,   -0.01277,   -0.00851,   -0.00319,   +0.99316,   -0.04346,   -0.00879,  -29.33086,  -52.50586,  -31.42969,   +0.00000,   +0.00000;
2292792146l,   -0.01064,   -0.00426,   -0.00532,   +0.99316,   -0.03564,   +0.00195,  -28.78770,  -52.68692,  -30.20742,   +0.00000,   +0.00000;
2292802957l,   -0.01490,   -0.00106,   -0.00106,   +0.99609,   -0.03857,   +0.00830,  -28.78770,  -52.68692,  -30.20742,   +0.00000,   +0.00000;
2305256152l,   -0.00745,   -0.01064,   +0.00213,   +0.98486,   -0.02734,   +0.05420,  -31.32246,  -55.58379,   +0.17461,   +0.00000,   +0.00000;
2305266901l,   -0.01064,   -0.01064,   +0.00106,   +0.98975,   -0.02832,   +0.05762,  -31.32246,  -55.58379,   +0.17461,   +0.00000,   +0.00000;
2305277594l,   -0.01383,   -0.01064,   -0.00319,   +0.98145,   -0.03027,   +0.07422,  -31.32246,  -55.58379,   +0.17461,   +0.00000,   +0.00000;
2305288276l,   -0.01596,   -0.00213,   -0.00426,   +1.00098,   -0.03320,   +0.06543,  -31.32246,  -55.58379,   +0.17461,   +0.00000,   +0.00000;
2305298953l,   -0.01490,   -0.00745,   -0.00745,   +0.99268,   -0.01855,   +0.06299,  -31.32246,  -55.58379,   +0.17461,   +0.00000,   +0.00000;
2305309633l,   -0.01064,   -0.01064,   -0.00426,   +0.97656,   -0.03320,   +0.05371,  -31.32246,  -55.58379,   +0.17461,   +0.00000,   +0.00000;
2305320312l,   -0.01383,   -0.01064,   +0.00000,   +0.99609,   -0.02588,   +0.06396,  -31.32246,  -55.58379,   +0.17461,   +0.00000,   +0.00000;
2305330990l,   -0.01703,   -0.00958,   -0.00426,   +0.98730,   -0.02441,   +0.05127,  -31.32246,  -55.58379,   +0.17461,   +0.00000,   +0.00000;
2305341671l,   -0.01383,   -0.00958,   -0.00106,   +0.98975,   -0.02344,   +0.04932,  -31.32246,  -55.58379,   +0.17461,   +0.00000,   +0.00000;
2305352370l,   -0.02341,   -0.00532,   -0.00319,   +0.99658,   -0.02588,   +0.05322,  -31.32246,  -55.58379,   +0.17461,   +0.00000,   +0.00000;
2305363047l,   -0.01596,   -0.00851,   -0.00532,   +0.99707,   -0.02441,   +0.06445,  -31.32246,  -55.58379,   +0.17461,   +0.00000,   +0.00000;
2305373723l,   -0.01916,   -0.00958,   -0.00319,   +0.99658,   -0.02734,   +0.05762,  -31.32246,  -55.58379,   +0.17461,   +0.00000,   +0.00000;
2305384398l,   -0.01490,   +0.00213,   +0.00106,   +0.99072,   -0.01904,   +0.06396,  -31.32246,  -55.58379,   +0.17461,   +0.00000,   +0.00000;
2305395071l,   -0.01916,   -0.00639,   -0.00639,   +0.98730,   -0.02686,   +0.04980,  -31.32246,  -55.58379,   +0.17461,   +0.00000,   +0.00000;
2305405744l,   -0.02341,   -0.00745,   +0.00000,   +0.99268,   -0.02734,   +0.06104,  -31.32246,  -55.58379,   +0.17461,   +0.00000,   +0.00000;
2305416414l,   -0.02128,   -0.00639,   -0.00319,   +0.99463,   -0.02197,   +0.06689,  -31.32246,  -55.58379,   +0.17461,   +0.00000,   +0.00000;
2305427089l,   -0.02235,   -0.01171,   -0.00213,   +0.99561,   -0.02930,   +0.05518,  -31.32246,  -55.58379,   +0.17461,   +0.00000,   +0.00000;
2305437760l,   -0.02128,   -0.00958,   -0.00319,   +0.99268,   -0.03369,   +0.04736,  -31.32246,  -55.58379,   +0.17461,   +0.00000,   +0.00000;
2305448433l,   -0.02022,   -0.00851,   -0.00319,   +0.99609,   -0.02295,   +0.05811,  -31.32246,  -55.58379,   +0.17461,   +0.00000,   +0.00000;
2305459107l,   -0.01596,   -0.01277,   -0.00319,   +0.99072,   -0.01416,   +0.06738,  -31.32246,  -55.58379,   +0.17461,   +0.00000,   +0.00000;
2305469778l,   -0.01171,   -0.00851,   +0.00213,   +0.99023,   -0.02002,   +0.05127,  -31.32246,  -55.58379,   +0.17461,   +0.00000,   +0.00000;
2305480451l,   -0.01703,   -0.00745,   +0.00106,   +0.99512,   -0.02637,   +0.06641,  -31.32246,  -55.58379,   +0.17461,   +0.00000,   +0.00000;
