Row data started in the following order:
time, gx, gy, gz, ax, ay, az, mx, my, mz, temp, pres;
 273601758l,   +0.12134,   -0.61479,   -3.06683,   -0.13672,   -0.08984,   +0.98047,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273604321l,   +0.14795,   -0.60947,   -3.22646,   -0.13477,   -0.10010,   +0.98828,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273606878l,   +0.17456,   -0.60628,   -3.37545,   -0.15088,   -0.10352,   +0.98438,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273609443l,   +0.20861,   -0.59031,   -3.53934,   -0.16016,   -0.10791,   +0.99854,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273611998l,   +0.24054,   -0.57542,   -3.69791,   -0.17627,   -0.10205,   +1.01318,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273614559l,   +0.28204,   -0.55839,   -3.85967,   -0.17432,   -0.09668,   +1.01367,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273617117l,   +0.32780,   -0.53710,   -4.01718,   -0.19531,   -0.09521,   +1.04248,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273619677l,   +0.37250,   -0.50837,   -4.16511,   -0.19189,   -0.10645,   +1.04688,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273622237l,   +0.41081,   -0.47964,   -4.32474,   -0.21143,   -0.10254,   +1.05078,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273624799l,   +0.45232,   -0.44984,   -4.47479,   -0.21680,   -0.10791,   +1.04736,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273627374l,   +0.47041,   -0.42004,   -4.61314,   -0.22070,   -0.12109,   +1.06592,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273629917l,   +0.49276,   -0.38066,   -4.74192,   -0.21484,   -0.12305,   +1.06396,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273632477l,   +0.51617,   -0.34661,   -4.86111,   -0.20801,   -0.11816,   +1.08643,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273635039l,   +0.51511,   -0.31042,   -4.97392,   -0.19727,   -0.13086,   +1.09863,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273637598l,   +0.51830,   -0.28701,   -5.07715,   -0.18555,   -0.13770,   +1.12207,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273640161l,   +0.49702,   -0.25828,   -5.17080,   -0.15576,   -0.16162,   +1.12988,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273642722l,   +0.45870,   -0.23806,   -5.24742,   -0.14258,   -0.14941,   +1.15088,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273645301l,   +0.40762,   -0.23912,   -5.31553,   -0.11328,   -0.16455,   +1.15576,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273647847l,   +0.34483,   -0.21784,   -5.36768,   -0.09814,   -0.16113,   +1.14990,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273650408l,   +0.28311,   -0.21996,   -5.40493,   -0.06934,   -0.17383,   +1.14990,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273652967l,   +0.21606,   -0.21996,   -5.42834,   -0.04736,   -0.19092,   +1.17041,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273655527l,   +0.15434,   -0.22103,   -5.43792,   -0.02002,   -0.18066,   +1.17773,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273658087l,   +0.09900,   -0.22422,   -5.44324,   -0.00879,   -0.19678,   +1.17725,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273660655l,   +0.03621,   -0.22954,   -5.42621,   +0.01514,   -0.18506,   +1.16699,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273663204l,   -0.02552,   -0.23061,   -5.40493,   +0.02686,   -0.18311,   +1.17236,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273665768l,   -0.08937,   -0.23912,   -5.37087,   +0.04248,   -0.19141,   +1.15186,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273668330l,   -0.15748,   -0.24125,   -5.33256,   +0.06494,   -0.18555,   +1.14160,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273670889l,   -0.21921,   -0.24338,   -5.28148,   +0.06104,   -0.19385,   +1.13721,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273673451l,   -0.28200,   -0.23806,   -5.22614,   +0.06885,   -0.18994,   +1.12451,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273676012l,   -0.34266,   -0.23380,   -5.16760,   +0.07471,   -0.17529,   +1.13086,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273678571l,   -0.40119,   -0.21784,   -5.11014,   +0.06787,   -0.17871,   +1.11523,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273681142l,   -0.45440,   -0.19974,   -5.05054,   +0.07471,   -0.16309,   +1.11914,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273683742l,   -0.51187,   -0.18272,   -4.99839,   +0.08203,   -0.15576,   +1.12451,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273686262l,   -0.57147,   -0.16037,   -4.93773,   +0.06982,   -0.14941,   +1.11816,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273689072l,   -0.63745,   -0.12312,   -4.88026,   +0.08057,   -0.14209,   +1.11670,  -11.40645,  -29.51192,  +36.84258,   +0.00000,   +0.00000;
 273691445l,   -0.68747,   -0.08268,   -4.81854,   +0.08105,   -0.13281,   +1.10840,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273693983l,   -0.74600,   -0.04117,   -4.76214,   +0.07275,   -0.11475,   +1.11963,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273696517l,   -0.78750,   +0.01416,   -4.70360,   +0.09912,   -0.09473,   +1.12500,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273699077l,   -0.84284,   +0.06738,   -4.64081,   +0.09521,   -0.06641,   +1.12988,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273701634l,   -0.88648,   +0.12272,   -4.57483,   +0.09863,   -0.06396,   +1.13037,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273704197l,   -0.92798,   +0.18976,   -4.51098,   +0.09180,   -0.03564,   +1.11182,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273706752l,   -0.95246,   +0.24829,   -4.44393,   +0.08008,   -0.03320,   +1.10596,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273709314l,   -0.97161,   +0.31321,   -4.37476,   +0.09424,   -0.01611,   +1.10986,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273711875l,   -1.00354,   +0.37494,   -4.30878,   +0.07764,   -0.00684,   +1.10352,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273714435l,   -1.03760,   +0.44837,   -4.24173,   +0.08008,   -0.00439,   +1.07373,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273716992l,   -1.07484,   +0.52393,   -4.17468,   +0.05469,   +0.03467,   +1.07227,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273719551l,   -1.11848,   +0.60055,   -4.11189,   +0.04980,   +0.04541,   +1.09277,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273722112l,   -1.14083,   +0.67505,   -4.04698,   +0.04980,   +0.05029,   +1.07031,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273724686l,   -1.16956,   +0.75167,   -3.99164,   +0.04736,   +0.06885,   +1.07471,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273727232l,   -1.17914,   +0.82510,   -3.92885,   +0.03174,   +0.05518,   +1.07373,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273729792l,   -1.19936,   +0.90279,   -3.87564,   +0.02832,   +0.07227,   +1.04346,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273732353l,   -1.19616,   +0.98048,   -3.82243,   +0.02490,   +0.07568,   +1.06543,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273734916l,   -1.19616,   +1.05710,   -3.78411,   +0.01514,   +0.09277,   +1.04932,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273737475l,   -1.19616,   +1.12096,   -3.75219,   +0.00684,   +0.09912,   +1.05176,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273740047l,   -1.20255,   +1.19333,   -3.72984,   -0.00049,   +0.11279,   +1.07324,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273742599l,   -1.23341,   +1.26782,   -3.72026,   -0.01416,   +0.12646,   +1.05566,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273745169l,   -1.25789,   +1.33700,   -3.71813,   -0.02588,   +0.12256,   +1.06299,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273747715l,   -1.28769,   +1.40723,   -3.72558,   -0.02100,   +0.14111,   +1.04297,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273750274l,   -1.31855,   +1.46790,   -3.73942,   -0.03613,   +0.13281,   +1.04883,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273752837l,   -1.35367,   +1.52323,   -3.75538,   -0.02783,   +0.12598,   +1.04590,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273755398l,   -1.37921,   +1.58283,   -3.78305,   -0.03223,   +0.13965,   +1.03906,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273757957l,   -1.39943,   +1.61901,   -3.80008,   -0.03955,   +0.12744,   +1.03760,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273760526l,   -1.41965,   +1.66691,   -3.82562,   -0.01855,   +0.16309,   +1.02686,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273763077l,   -1.42710,   +1.69032,   -3.84584,   -0.02002,   +0.15918,   +1.02539,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273765637l,   -1.41859,   +1.71267,   -3.85967,   -0.02051,   +0.14453,   +1.01025,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273768197l,   -1.41114,   +1.72012,   -3.88202,   -0.00098,   +0.15381,   +1.00098,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273770758l,   -1.39305,   +1.71373,   -3.89586,   +0.00977,   +0.17383,   +0.98877,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273773385l,   -1.35580,   +1.70096,   -3.90969,   +0.01123,   +0.13525,   +0.97998,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273775879l,   -1.35686,   +1.68606,   -3.91927,   +0.02051,   +0.12646,   +0.96387,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273778446l,   -1.35686,   +1.63817,   -3.93736,   +0.03418,   +0.10889,   +0.89551,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273781008l,   -1.32813,   +1.57538,   -3.93736,   +0.03125,   +0.09912,   +0.87646,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273783596l,   -1.28343,   +1.49769,   -3.93843,   -0.00928,   +0.09082,   +0.84131,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273786118l,   -1.20894,   +1.41043,   -3.94055,   +0.00439,   +0.11475,   +0.83008,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273788680l,   -1.17169,   +1.31465,   -3.94588,   +0.00244,   +0.10889,   +0.84912,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273791240l,   -1.12060,   +1.21567,   -3.96290,   -0.03076,   +0.10791,   +0.81250,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273793799l,   -1.05569,   +1.10074,   -3.96610,   -0.01123,   +0.10742,   +0.82129,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273796372l,   -1.01950,   +0.99112,   -3.96503,   -0.03271,   +0.12012,   +0.84473,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273798927l,   -1.01418,   +0.89534,   -3.96184,   +0.00098,   +0.12598,   +0.88770,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273801479l,   -1.03334,   +0.80808,   -3.95439,   -0.00244,   +0.13574,   +0.92285,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273804039l,   -1.05143,   +0.71442,   -3.93736,   +0.01416,   +0.14209,   +0.93408,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273806600l,   -1.05462,   +0.62822,   -3.92353,   +0.02246,   +0.14307,   +0.96631,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273809158l,   -1.07271,   +0.54415,   -3.88628,   +0.03076,   +0.14600,   +0.96826,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273811720l,   -1.09932,   +0.46540,   -3.88096,   +0.03271,   +0.14502,   +0.97607,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273814281l,   -1.13231,   +0.38345,   -3.85329,   +0.03809,   +0.14307,   +0.97607,  -12.13066,  -23.35606,  +36.14414,   +0.00000,   +0.00000;
 273816848l,   -1.16424,   +0.31215,   -3.85329,   +0.02637,   +0.15381,   +1.00537,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273819398l,   -1.17488,   +0.24404,   -3.84371,   +0.04102,   +0.13721,   +0.99902,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273821959l,   -1.20468,   +0.15890,   -3.84371,   +0.03027,   +0.14307,   +1.00781,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273824521l,   -1.23980,   +0.08760,   -3.85222,   +0.03760,   +0.13770,   +1.00342,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273827079l,   -1.26747,   +0.01097,   -3.86180,   +0.01904,   +0.15625,   +1.01904,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273829638l,   -1.28237,   -0.05288,   -3.87138,   +0.02686,   +0.16162,   +1.02734,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273832200l,   -1.28875,   -0.11461,   -3.89799,   +0.02100,   +0.15381,   +1.00830,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273834761l,   -1.30684,   -0.17527,   -3.92459,   +0.02344,   +0.19287,   +0.99316,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273837321l,   -1.33983,   -0.25083,   -3.96077,   +0.02148,   +0.19189,   +0.99902,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273839894l,   -1.35261,   -0.31574,   -4.00441,   +0.02100,   +0.16895,   +0.98682,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273842443l,   -1.34409,   -0.38066,   -4.03846,   +0.00391,   +0.19287,   +0.99609,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273845014l,   -1.34090,   -0.43707,   -4.08848,   +0.01807,   +0.21045,   +1.00732,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273847566l,   -1.33983,   -0.47431,   -4.14489,   +0.01025,   +0.19629,   +0.99414,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273850124l,   -1.35793,   -0.51263,   -4.22470,   +0.01221,   +0.20801,   +1.00732,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273852683l,   -1.37389,   -0.55307,   -4.29920,   +0.00732,   +0.20898,   +0.99854,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273855244l,   -1.37815,   -0.58606,   -4.38966,   +0.01660,   +0.18115,   +0.99561,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273857807l,   -1.37176,   -0.62650,   -4.46415,   +0.01465,   +0.17529,   +0.99463,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273860365l,   -1.35154,   -0.65736,   -4.54823,   +0.00781,   +0.17773,   +0.99805,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273862932l,   -1.30046,   -0.68609,   -4.60995,   +0.01855,   +0.15381,   +1.01074,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273865487l,   -1.23448,   -0.69674,   -4.65358,   +0.02441,   +0.10791,   +1.01270,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273868046l,   -1.17594,   -0.70206,   -4.67061,   +0.05420,   +0.13232,   +1.00439,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273870606l,   -1.09613,   -0.70206,   -4.65252,   +0.06006,   +0.12549,   +1.00000,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273873200l,   -1.00673,   -0.69780,   -4.63230,   +0.06445,   +0.08643,   +0.97070,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273875726l,   -0.89818,   -0.69674,   -4.57696,   +0.08057,   +0.09131,   +0.97754,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273878287l,   -0.79921,   -0.69887,   -4.50566,   +0.09766,   +0.10840,   +0.92822,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273880844l,   -0.70875,   -0.71376,   -4.42584,   +0.08984,   +0.10205,   +0.90967,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273883405l,   -0.60126,   -0.72973,   -4.34070,   +0.10693,   +0.07227,   +0.93457,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273885967l,   -0.50442,   -0.74250,   -4.24173,   +0.14111,   +0.08594,   +0.94482,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273888523l,   -0.40012,   -0.75953,   -4.13531,   +0.13818,   +0.10400,   +0.92432,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273891084l,   -0.30328,   -0.77123,   -4.04166,   +0.17920,   +0.02344,   +0.96533,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273893678l,   -0.26284,   -0.79571,   -3.90543,   +0.18311,   +0.05811,   +0.93457,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273896324l,   -0.22453,   -0.83296,   -3.80114,   +0.18896,   +0.08496,   +0.93311,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273898781l,   -0.16387,   -0.86595,   -3.74048,   +0.19141,   +0.14844,   +0.91797,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273901348l,   -0.09682,   -0.90532,   -3.68195,   +0.21631,   +0.06543,   +0.95361,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273903898l,   -0.07234,   -0.94789,   -3.59575,   +0.23193,   +0.04736,   +0.98389,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273906464l,   -0.07234,   -0.98727,   -3.48613,   +0.26221,   +0.07031,   +0.94922,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273909022l,   -0.05319,   -1.02771,   -3.38077,   +0.24268,   +0.06885,   +0.94971,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273911583l,   -0.03722,   -1.05325,   -3.29670,   +0.24365,   +0.09131,   +0.95068,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273914147l,   +0.01173,   -1.10008,   -3.22220,   +0.22607,   +0.16650,   +0.95068,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273916704l,   +0.05962,   -1.12988,   -3.17751,   +0.22510,   +0.12598,   +0.97217,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273919267l,   +0.08197,   -1.15967,   -3.11897,   +0.24268,   +0.11768,   +0.93018,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273921824l,   +0.09474,   -1.18841,   -3.05938,   +0.25000,   +0.17188,   +0.95264,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273924386l,   +0.12667,   -1.21076,   -3.02000,   +0.17676,   +0.13232,   +0.91357,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273926944l,   +0.16924,   -1.23098,   -3.00084,   +0.18652,   +0.18799,   +0.91943,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273929508l,   +0.20116,   -1.23204,   -2.98914,   +0.16357,   +0.18457,   +0.89893,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273932067l,   +0.24692,   -1.24481,   -2.98062,   +0.16016,   +0.14160,   +0.91260,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273934628l,   +0.28417,   -1.24268,   -2.94870,   +0.17236,   +0.19629,   +0.91748,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273937188l,   +0.34909,   -1.23311,   -2.91464,   +0.14648,   +0.13721,   +0.94141,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273939748l,   +0.39166,   -1.21821,   -2.88272,   +0.20703,   +0.14648,   +0.90723,  -19.37285,  -26.25293,  +37.54102,   +0.00000,   +0.00000;
 273942311l,   +0.42891,   -1.20863,   -2.84866,   +0.20898,   +0.14062,   +0.92432,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 273944870l,   +0.45551,   -1.18841,   -2.79545,   +0.20996,   +0.03906,   +0.95264,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 273947429l,   +0.46615,   -1.16287,   -2.73372,   +0.19629,   +0.03857,   +1.00195,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 273949995l,   +0.47254,   -1.11498,   -2.64326,   +0.17920,   +0.06396,   +1.02002,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 273952551l,   +0.48105,   -1.06815,   -2.55174,   +0.15186,   +0.10303,   +0.98975,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 273955114l,   +0.49063,   -0.99898,   -2.46128,   +0.14941,   +0.13721,   +1.03125,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 273957672l,   +0.51085,   -0.93299,   -2.36976,   +0.15137,   +0.10303,   +1.04395,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 273960243l,   +0.51617,   -0.86276,   -2.26547,   +0.16113,   +0.12793,   +0.99316,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 273962789l,   +0.54171,   -0.79784,   -2.16649,   +0.16260,   +0.06689,   +1.02490,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 273965352l,   +0.55236,   -0.72334,   -2.06113,   +0.15381,   +0.10254,   +1.04883,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 273967910l,   +0.57364,   -0.64672,   -1.97493,   +0.18652,   +0.07617,   +1.03369,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 273970471l,   +0.60025,   -0.57861,   -1.88234,   +0.19531,   +0.05957,   +1.04541,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 273973030l,   +0.62047,   -0.52753,   -1.78231,   +0.19385,   +0.07080,   +0.98828,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 273975597l,   +0.68326,   -0.48815,   -1.67908,   +0.20947,   +0.01855,   +0.99951,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 273978152l,   +0.73753,   -0.44877,   -1.58223,   +0.20557,   +0.03467,   +1.03809,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 273980711l,   +0.79606,   -0.40620,   -1.49390,   +0.20068,   +0.04004,   +1.00000,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 273983318l,   +0.85672,   -0.36470,   -1.41302,   +0.18262,   +0.04443,   +0.99512,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 273985834l,   +0.90036,   -0.31574,   -1.34172,   +0.16016,   +0.03857,   +1.06787,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 273988395l,   +0.90461,   -0.25828,   -1.28106,   +0.15674,   +0.05322,   +1.05127,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 273990954l,   +0.90781,   -0.19868,   -1.23849,   +0.16357,   +0.07520,   +1.07471,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 273993581l,   +0.88971,   -0.12631,   -1.19486,   +0.14795,   +0.05713,   +1.05664,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 273996089l,   +0.87907,   -0.06884,   -1.16506,   +0.14062,   +0.07520,   +1.05762,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 273998636l,   +0.85885,   -0.00393,   -1.15229,   +0.14697,   +0.08496,   +1.03564,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 274001203l,   +0.83438,   +0.05141,   -1.14697,   +0.12354,   +0.08838,   +1.05713,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 274003758l,   +0.78861,   +0.11101,   -1.15548,   +0.13770,   +0.10352,   +1.04736,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 274006315l,   +0.76520,   +0.15039,   -1.17038,   +0.12061,   +0.10254,   +1.01953,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 274008876l,   +0.73540,   +0.18870,   -1.18741,   +0.10254,   +0.13818,   +1.03613,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 274011436l,   +0.72370,   +0.20998,   -1.21827,   +0.10596,   +0.14355,   +0.99463,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 274013997l,   +0.71199,   +0.23659,   -1.24168,   +0.09863,   +0.15820,   +1.01709,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 274016570l,   +0.69709,   +0.25255,   -1.28106,   +0.09277,   +0.15967,   +1.02686,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 274019116l,   +0.68006,   +0.26319,   -1.31937,   +0.08301,   +0.16406,   +1.00537,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 274021676l,   +0.65665,   +0.26958,   -1.37152,   +0.08936,   +0.16797,   +1.02393,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
 274024239l,   +0.62579,   +0.26319,   -1.41941,   +0.06494,   +0.16602,   +1.06299,  -23.89922,  -22.08867,  +37.36641,   +0.00000,   +0.00000;
