Row data started in the following order:
time, gx, gy, gz, ax, ay, az, mx, my, mz, temp, pres;
3950373409l,   +0.00183,   +0.00671,   -0.00069,   -0.01758,   +0.05322,   +1.03076,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950375970l,   +0.00077,   -0.00074,   +0.00357,   -0.01562,   +0.05273,   +1.02148,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950378528l,   -0.00030,   +0.00139,   -0.00282,   -0.03076,   +0.04834,   +1.02734,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950381089l,   -0.00349,   +0.00139,   +0.00038,   -0.02246,   +0.05078,   +1.01416,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950383651l,   -0.00243,   +0.00246,   -0.00175,   -0.03125,   +0.06348,   +1.01807,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950386211l,   -0.00030,   -0.00286,   +0.00570,   -0.03320,   +0.05322,   +1.01855,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950388771l,   +0.00183,   +0.00033,   +0.00038,   -0.01904,   +0.05322,   +1.02246,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950391331l,   -0.00349,   +0.00033,   -0.00069,   -0.02441,   +0.05371,   +1.02539,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950393891l,   +0.00077,   +0.00139,   -0.00069,   -0.01855,   +0.05078,   +1.03125,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950396452l,   -0.00136,   +0.00671,   +0.00144,   -0.02393,   +0.05322,   +1.02832,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950399020l,   -0.00455,   -0.00074,   +0.00038,   -0.02686,   +0.04785,   +1.01758,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950401573l,   -0.00136,   +0.00139,   -0.00282,   -0.02441,   +0.06104,   +0.99902,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950404134l,   -0.00136,   +0.00352,   +0.00038,   -0.02686,   +0.06055,   +1.02051,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950406693l,   -0.00349,   +0.00352,   -0.00282,   -0.02441,   +0.05811,   +1.02197,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950409254l,   -0.00349,   -0.00074,   +0.00251,   -0.02441,   +0.05518,   +1.03613,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950411815l,   -0.00136,   -0.00074,   +0.00144,   -0.02148,   +0.05371,   +1.04004,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950414376l,   +0.00396,   -0.00180,   +0.00038,   -0.02441,   +0.05371,   +1.03564,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950416937l,   +0.00183,   -0.00180,   -0.00601,   -0.01904,   +0.05811,   +1.02100,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950419498l,   -0.00349,   +0.00033,   -0.00175,   -0.03125,   +0.04980,   +1.01562,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950422090l,   -0.00030,   -0.00074,   +0.00251,   -0.02441,   +0.05664,   +1.02490,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950424647l,   -0.00030,   +0.00352,   +0.00038,   -0.02051,   +0.05127,   +1.03369,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950427208l,   -0.00455,   +0.00352,   -0.00069,   -0.02246,   +0.04980,   +1.01709,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950429768l,   -0.00030,   +0.00033,   -0.00069,   -0.03174,   +0.05615,   +1.02295,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950432329l,   +0.00715,   +0.00458,   -0.00601,   -0.02344,   +0.05762,   +1.01904,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950434887l,   -0.00243,   -0.00074,   -0.00069,   -0.01855,   +0.05127,   +1.01074,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950437448l,   +0.00502,   +0.00671,   -0.00069,   -0.02295,   +0.05273,   +1.03223,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950440008l,   +0.00289,   +0.00565,   -0.00388,   -0.02686,   +0.05371,   +1.00928,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950442571l,   +0.00396,   +0.00139,   +0.00357,   -0.02539,   +0.04639,   +1.02051,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950445130l,   +0.00077,   +0.00246,   -0.00282,   -0.02441,   +0.05078,   +1.01904,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950447690l,   +0.00077,   -0.00499,   +0.00570,   -0.02148,   +0.05908,   +1.02783,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950450254l,   -0.00030,   -0.00074,   -0.00175,   -0.02246,   +0.04834,   +1.02393,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950452812l,   +0.00289,   -0.00286,   -0.00494,   -0.02246,   +0.05127,   +1.01855,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950455373l,   -0.00243,   +0.00033,   -0.00282,   -0.02588,   +0.05762,   +1.01953,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950457932l,   +0.00077,   -0.00074,   -0.00388,   -0.01758,   +0.04590,   +1.02393,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950460494l,   -0.00136,   +0.00033,   -0.00282,   -0.02197,   +0.05127,   +1.00928,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950463055l,   -0.00349,   -0.00074,   +0.00357,   -0.02881,   +0.05371,   +1.02881,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950465617l,   -0.00562,   +0.00033,   +0.00144,   -0.01562,   +0.04834,   +1.02930,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950468176l,   -0.00030,   +0.00352,   -0.00175,   -0.02734,   +0.05322,   +1.02930,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950470740l,   -0.00455,   -0.00499,   +0.00357,   -0.01465,   +0.05371,   +1.03906,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950473299l,   +0.00077,   -0.00180,   -0.00282,   -0.01904,   +0.06055,   +1.01709,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950475859l,   +0.00077,   +0.00033,   +0.00038,   -0.01221,   +0.05225,   +1.02002,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950478421l,   -0.00030,   -0.00074,   +0.00038,   -0.02588,   +0.06543,   +1.02002,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950480980l,   +0.00183,   +0.00246,   +0.00038,   -0.02881,   +0.05273,   +1.01123,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950483543l,   +0.00396,   +0.00033,   -0.00175,   -0.02002,   +0.05273,   +1.02588,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950486102l,   +0.00396,   -0.00180,   -0.00069,   -0.01904,   +0.05029,   +1.01611,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950488662l,   +0.00289,   -0.00286,   +0.00038,   -0.02588,   +0.05176,   +1.01953,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950491224l,   +0.00183,   -0.00180,   +0.00251,   -0.02881,   +0.06299,   +1.02441,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950493785l,   +0.00289,   +0.00246,   +0.00038,   -0.01758,   +0.05566,   +1.02588,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950496344l,   +0.00822,   -0.00074,   +0.00144,   -0.02393,   +0.05078,   +1.01611,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950498905l,   +0.00502,   -0.00074,   +0.00251,   -0.02686,   +0.05127,   +1.02295,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950501473l,   +0.00289,   -0.00074,   +0.00038,   -0.02588,   +0.05713,   +1.02686,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950504030l,   +0.00609,   +0.00352,   -0.00069,   -0.02441,   +0.06250,   +1.02002,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950506589l,   +0.00183,   +0.00139,   -0.00175,   -0.02344,   +0.06152,   +1.00439,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950509150l,   +0.00077,   +0.00139,   +0.00144,   -0.02393,   +0.06152,   +1.02832,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950511733l,   -0.00668,   +0.00352,   -0.00388,   -0.01660,   +0.05566,   +1.02881,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950514270l,   -0.00030,   +0.00033,   +0.00144,   -0.03076,   +0.05176,   +1.02051,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950516831l,   -0.00243,   -0.00180,   +0.00144,   -0.02588,   +0.05273,   +1.01855,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950519397l,   -0.00455,   -0.00180,   +0.00038,   -0.02441,   +0.06152,   +1.02832,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950521996l,   +0.00077,   +0.00139,   -0.00388,   -0.02930,   +0.05078,   +1.03271,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950524518l,   -0.00136,   -0.00074,   +0.00570,   -0.03320,   +0.04639,   +1.01807,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950527078l,   -0.00136,   -0.00286,   +0.00038,   -0.01660,   +0.06201,   +1.02588,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950529637l,   -0.00668,   +0.00139,   +0.00038,   -0.03564,   +0.05713,   +1.00879,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950532198l,   -0.00243,   -0.00286,   -0.00175,   -0.02539,   +0.05322,   +1.02246,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950534767l,   -0.00349,   -0.00180,   +0.00038,   -0.01611,   +0.05713,   +1.02539,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950537325l,   +0.00077,   +0.00033,   -0.00175,   -0.02588,   +0.05273,   +1.01855,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950539883l,   +0.00289,   -0.00180,   -0.00175,   -0.02588,   +0.04688,   +1.02246,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950542447l,   -0.00455,   +0.00246,   -0.00069,   -0.02686,   +0.06104,   +1.02539,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950545005l,   -0.00030,   -0.00074,   +0.00038,   -0.02490,   +0.05371,   +1.01562,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950547565l,   -0.00030,   +0.00139,   -0.00069,   -0.02197,   +0.05078,   +1.02051,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950550125l,   +0.00077,   -0.00393,   -0.00175,   -0.02539,   +0.05957,   +1.03271,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950552693l,   +0.00077,   -0.00180,   +0.00357,   -0.02441,   +0.05273,   +1.03613,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950555246l,   -0.00243,   +0.00033,   -0.00069,   -0.03125,   +0.05518,   +1.01562,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950557807l,   +0.00715,   -0.00180,   -0.00069,   -0.03320,   +0.05420,   +1.02588,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950560367l,   +0.00289,   +0.00352,   -0.00282,   -0.02100,   +0.05908,   +1.02881,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950562927l,   +0.00077,   -0.00180,   +0.00038,   -0.02100,   +0.06299,   +1.02393,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950565490l,   +0.00396,   +0.00139,   +0.00038,   -0.03223,   +0.05566,   +1.01562,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950568050l,   -0.00349,   -0.00074,   -0.00069,   -0.02246,   +0.06055,   +1.02734,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950570611l,   +0.00502,   +0.00352,   +0.00038,   -0.03125,   +0.05127,   +1.03223,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950573173l,   -0.00030,   -0.00180,   +0.00357,   -0.02930,   +0.04785,   +1.01855,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950575732l,   +0.00396,   +0.00033,   -0.00069,   -0.02881,   +0.05859,   +1.03809,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950578296l,   -0.00030,   +0.00033,   -0.00175,   -0.02100,   +0.05420,   +1.01172,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950580860l,   -0.00136,   -0.00712,   +0.00038,   -0.01855,   +0.04980,   +1.02881,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950583421l,   -0.00349,   -0.00180,   -0.00069,   -0.01758,   +0.05762,   +1.01904,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950585980l,   -0.00243,   +0.00033,   -0.00069,   -0.03223,   +0.04932,   +1.01660,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950588541l,   -0.00349,   -0.00499,   -0.00388,   -0.02148,   +0.04980,   +1.02295,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950591102l,   -0.00455,   -0.00180,   +0.00038,   -0.02246,   +0.05176,   +1.02197,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950593663l,   -0.00030,   -0.00712,   -0.00282,   -0.02734,   +0.05322,   +1.03369,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950596224l,   +0.00183,   +0.00352,   +0.00357,   -0.02344,   +0.05957,   +1.01074,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950598795l,   -0.00349,   +0.00033,   -0.00175,   -0.03076,   +0.05371,   +1.02783,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950601356l,   +0.00077,   -0.00393,   -0.00069,   -0.02051,   +0.06494,   +1.01465,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950603907l,   -0.00030,   +0.00033,   +0.00038,   -0.02295,   +0.05713,   +1.01855,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950606465l,   +0.00077,   -0.00074,   -0.00282,   -0.02246,   +0.04736,   +1.03369,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950609024l,   -0.00136,   +0.00246,   +0.00463,   -0.02051,   +0.04834,   +1.01807,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950611623l,   +0.00183,   -0.00074,   -0.00282,   -0.02051,   +0.05225,   +1.02051,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950614144l,   -0.00243,   -0.00074,   +0.00038,   -0.02539,   +0.05615,   +1.01514,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950616716l,   +0.00183,   +0.00139,   +0.00038,   -0.03271,   +0.06445,   +1.01465,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950619277l,   -0.00136,   -0.00499,   -0.00175,   -0.02393,   +0.05322,   +1.02734,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950621824l,   -0.00562,   +0.00246,   -0.00069,   -0.02832,   +0.04980,   +1.01855,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950624385l,   +0.00396,   -0.00286,   -0.00175,   -0.02246,   +0.05664,   +1.02441,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950626944l,   -0.00136,   +0.00246,   -0.00069,   -0.02100,   +0.05273,   +1.01807,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950629506l,   -0.00136,   +0.00033,   +0.00144,   -0.02930,   +0.06250,   +1.01367,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950632073l,   -0.00455,   +0.00352,   -0.00069,   -0.03076,   +0.05029,   +1.01172,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950634632l,   +0.00183,   -0.00180,   -0.00069,   -0.02197,   +0.06055,   +1.01367,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950637198l,   +0.00396,   -0.00499,   +0.00251,   -0.02686,   +0.04785,   +1.01611,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950639754l,   +0.00183,   -0.00074,   +0.00038,   -0.02930,   +0.05273,   +1.03467,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950642316l,   +0.00183,   -0.00180,   -0.00069,   -0.02783,   +0.05811,   +1.02441,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950644875l,   -0.00136,   +0.00139,   +0.00038,   -0.02783,   +0.05322,   +1.02539,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950647436l,   -0.00349,   -0.00286,   -0.00069,   -0.02490,   +0.05322,   +1.02832,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950649996l,   -0.00668,   +0.00139,   +0.00144,   -0.02686,   +0.05566,   +1.01660,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950652555l,   -0.00668,   +0.00033,   -0.00069,   -0.02197,   +0.05273,   +1.03760,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950655135l,   -0.00455,   +0.00139,   -0.00175,   -0.02783,   +0.05322,   +1.03174,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950657676l,   +0.00077,   -0.00606,   -0.00175,   -0.02441,   +0.04639,   +1.01758,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950660235l,   +0.00183,   -0.00606,   +0.00144,   -0.02686,   +0.05859,   +1.02881,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950662797l,   -0.00349,   +0.00458,   +0.00144,   -0.02051,   +0.05615,   +1.02783,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950665356l,   -0.00030,   -0.00180,   -0.00175,   -0.02588,   +0.05518,   +1.02051,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950667917l,   +0.00289,   -0.00180,   -0.00282,   -0.01904,   +0.05664,   +1.01270,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950670479l,   -0.00349,   -0.00180,   +0.00357,   -0.03174,   +0.05225,   +1.01514,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950673041l,   -0.00349,   +0.00352,   -0.00388,   -0.03467,   +0.05225,   +1.02295,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950675599l,   -0.00136,   -0.00074,   -0.00069,   -0.02539,   +0.04004,   +1.03076,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950678161l,   +0.00077,   -0.00180,   -0.00069,   -0.02344,   +0.05127,   +1.00732,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950680719l,   -0.00030,   -0.00074,   -0.00069,   -0.02148,   +0.06055,   +1.01807,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950683287l,   +0.00289,   +0.00139,   -0.00175,   -0.02979,   +0.05908,   +1.02930,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950685840l,   -0.00349,   +0.00246,   +0.00144,   -0.03027,   +0.05225,   +1.03174,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950688402l,   +0.00183,   +0.00352,   -0.00282,   -0.03223,   +0.05420,   +1.01465,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950690962l,   +0.00289,   +0.00458,   +0.00038,   -0.02832,   +0.05371,   +1.01123,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950693525l,   +0.00289,   +0.00139,   +0.00038,   -0.02686,   +0.05273,   +1.01855,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950696084l,   -0.00136,   -0.00499,   -0.00494,   -0.01709,   +0.05762,   +1.02246,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950698643l,   -0.00030,   +0.00033,   -0.00601,   -0.02539,   +0.05322,   +1.03857,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950701210l,   +0.00077,   +0.00246,   +0.00357,   -0.02490,   +0.06396,   +1.02100,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950703765l,   +0.00289,   -0.00606,   -0.00282,   -0.02588,   +0.05176,   +1.02051,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950706329l,   +0.00183,   +0.00139,   +0.00038,   -0.01807,   +0.05713,   +1.02588,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950708885l,   +0.00396,   -0.00606,   -0.00069,   -0.02832,   +0.05518,   +1.01611,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950711446l,   +0.00077,   +0.00139,   -0.00282,   -0.02734,   +0.05713,   +1.01172,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950714008l,   +0.00183,   -0.00499,   +0.00038,   -0.01855,   +0.05371,   +1.01953,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950716567l,   +0.00077,   +0.00352,   -0.00282,   -0.02783,   +0.05664,   +1.01318,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950719138l,   +0.00077,   -0.00180,   -0.00069,   -0.02832,   +0.06445,   +1.02539,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950721686l,   +0.00077,   -0.00499,   +0.00144,   -0.02197,   +0.06152,   +1.03223,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950724248l,   +0.00077,   +0.00033,   -0.00707,   -0.02588,   +0.05273,   +1.02539,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950726806l,   +0.00077,   +0.00139,   -0.00388,   -0.02979,   +0.05713,   +1.01025,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950729369l,   +0.00077,   +0.00139,   +0.00251,   -0.03027,   +0.04590,   +1.00635,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950731965l,   -0.00349,   +0.00139,   -0.00175,   -0.02441,   +0.05225,   +1.02246,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950734490l,   -0.00136,   +0.00458,   +0.00357,   -0.02051,   +0.06055,   +1.02930,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950737049l,   -0.00243,   -0.00074,   -0.00282,   -0.03223,   +0.05225,   +1.02002,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950739610l,   -0.00136,   -0.00286,   -0.00069,   -0.02979,   +0.06104,   +1.01709,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950742174l,   -0.00349,   +0.00565,   -0.00069,   -0.02686,   +0.05713,   +1.01660,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950744733l,   +0.00183,   -0.00074,   -0.00069,   -0.02539,   +0.04785,   +1.02588,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950747293l,   -0.00243,   +0.00033,   +0.00251,   -0.01855,   +0.05322,   +1.01758,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950749853l,   +0.00077,   -0.00180,   +0.00357,   -0.01660,   +0.06348,   +1.01758,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950752412l,   -0.00349,   +0.00139,   +0.00251,   -0.02930,   +0.05615,   +1.01953,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950754972l,   +0.00183,   -0.00180,   +0.00251,   -0.03027,   +0.06152,   +1.02881,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950757535l,   +0.00289,   +0.00139,   +0.00038,   -0.02295,   +0.05029,   +1.02490,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950760096l,   +0.00077,   +0.00033,   +0.00038,   -0.02393,   +0.06152,   +1.02881,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950762656l,   +0.00183,   +0.00246,   +0.00038,   -0.02344,   +0.05420,   +1.01123,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950765215l,   -0.00668,   -0.00180,   -0.00175,   -0.02197,   +0.05225,   +1.02002,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950767774l,   -0.00030,   +0.00352,   +0.00038,   -0.02881,   +0.05420,   +1.02246,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950770335l,   +0.00289,   +0.00458,   +0.00251,   -0.02051,   +0.05762,   +1.01172,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950772897l,   -0.00030,   -0.00499,   -0.00282,   -0.02783,   +0.05371,   +1.02881,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950775456l,   -0.00243,   +0.00352,   +0.00357,   -0.02539,   +0.05908,   +1.01855,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950778018l,   +0.00077,   +0.00139,   +0.00251,   -0.01807,   +0.05273,   +1.02441,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950780581l,   -0.00243,   +0.00458,   +0.00251,   -0.02295,   +0.06055,   +1.03906,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950783138l,   +0.00289,   +0.00139,   +0.00357,   -0.02295,   +0.04736,   +1.01758,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950785697l,   -0.00562,   +0.00033,   -0.00282,   -0.01807,   +0.05566,   +1.03271,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950788258l,   +0.00077,   +0.00246,   +0.00038,   -0.02295,   +0.05322,   +1.00879,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950790819l,   +0.00396,   +0.00033,   +0.00144,   -0.02344,   +0.05371,   +1.01758,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950793380l,   -0.00030,   +0.00352,   +0.00357,   -0.02148,   +0.05713,   +1.02686,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
3950795941l,   +0.00183,   -0.00180,   +0.00357,   -0.02588,   +0.04541,   +1.03027,  -17.01914,  -29.33086,  +36.66797,   +0.00000,   +0.00000;
